id,console-name,product-name,loose-price,cib-price,new-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,gamestop-trade-price,upc
46071,PAL Sega Mega Drive,Mega-Lo-Mania,$6.39 ,$11.65 ,$33.23 ,$1.34 ,$6.69 ,$2.40 ,$11.99 ,,,
46072,PAL Sega Mega Drive,Menacer 6-Game Cartridge,$1.44 ,$4.64 ,$8.80 ,,$1.99 ,$1.00 ,$4.99 ,,,
46073,PAL Sega Mega Drive,Mercs,$13.46 ,$18.44 ,$60.22 ,$2.80 ,$13.99 ,$3.80 ,$18.99 ,,,
46080,PAL Sega Mega Drive,MiG-29 Fighter Pilot,$6.49 ,$10.75 ,$30.73 ,$1.36 ,$6.79 ,$2.20 ,$10.99 ,,,
46074,PAL Sega Mega Drive,Michael Jackson's Moonwalker,$31.75 ,$44.82 ,$76.08 ,$9.90 ,$32.99 ,$18.80 ,$46.99 ,,,
46075,PAL Sega Mega Drive,Mickey Mania,$11.24 ,$17.44 ,$18.65 ,$2.40 ,$11.99 ,$3.60 ,$17.99 ,,,
46076,PAL Sega Mega Drive,Micro Machines,$12.39 ,$17.20 ,$54.65 ,$2.60 ,$12.99 ,$3.60 ,$17.99 ,,,
46077,PAL Sega Mega Drive,Micro Machines 2,$12.24 ,$15.83 ,$49.70 ,$2.60 ,$12.99 ,$3.40 ,$16.99 ,,,
46078,PAL Sega Mega Drive,Micro Machines Military,$21.95 ,$25.07 ,$82.13 ,$6.90 ,$22.99 ,$7.80 ,$25.99 ,,,
46079,PAL Sega Mega Drive,Micro Machines: Turbo Tournament 96,$10.50 ,$20.77 ,$53.87 ,$2.20 ,$10.99 ,$6.60 ,$21.99 ,,,
46081,PAL Sega Mega Drive,Might and Magic: Gates to Another World,$27.34 ,$29.42 ,$103.90 ,$8.70 ,$28.99 ,$9.30 ,$30.99 ,,,
46082,PAL Sega Mega Drive,Mighty Morphin Power Rangers,$11.16 ,$32.67 ,$74.98 ,$2.40 ,$11.99 ,$10.20 ,$33.99 ,,,
46083,PAL Sega Mega Drive,Mighty Morphin Power Rangers: The Movie,$18.26 ,$24.59 ,$69.18 ,$3.80 ,$18.99 ,$7.80 ,$25.99 ,,,
46271,PAL Sega Mega Drive,Miracle Piano Teaching System,,,,,,,,,,
46084,PAL Sega Mega Drive,Mortal Kombat,$9.52 ,$16.10 ,$25.93 ,$2.00 ,$9.99 ,$3.40 ,$16.99 ,,,
46085,PAL Sega Mega Drive,Mortal Kombat 3,$16.93 ,$24.96 ,$62.40 ,$3.60 ,$17.99 ,$7.80 ,$25.99 ,,,
46086,PAL Sega Mega Drive,Mortal Kombat II,$14.14 ,$21.33 ,$125.57 ,$3.00 ,$14.99 ,$6.60 ,$21.99 ,,,
46087,PAL Sega Mega Drive,Mr. Nutz,$17.13 ,$28.67 ,$159.20 ,$3.60 ,$17.99 ,$9.00 ,$29.99 ,,,
46088,PAL Sega Mega Drive,Ms. Pac-Man,$9.24 ,$13.00 ,$39.47 ,$1.94 ,$9.69 ,$2.80 ,$13.99 ,,,
46089,PAL Sega Mega Drive,Muhammad Ali Heavyweight Boxing,$9.34 ,$13.44 ,$37.00 ,$1.96 ,$9.79 ,$2.80 ,$13.99 ,,,
46090,PAL Sega Mega Drive,Mutant League Football,$11.15 ,$22.15 ,$55.35 ,$2.40 ,$11.99 ,$6.90 ,$22.99 ,,,
46091,PAL Sega Mega Drive,Mutant League Hockey,$68.57 ,$93.36 ,$98.03 ,$28.80 ,$71.99 ,$39.20 ,$97.99 ,,,
46092,PAL Sega Mega Drive,Mystic Defender,$17.98 ,$27.94 ,$76.03 ,$3.80 ,$18.99 ,$8.70 ,$28.99 ,,,
46093,PAL Sega Mega Drive,Mystical Fighter,$15.24 ,$48.65 ,$121.63 ,$3.20 ,$15.99 ,$20.40 ,$50.99 ,,,
46094,PAL Sega Mega Drive,NBA Action '95 Starring David Robinson,,,,,,,,,,
46095,PAL Sega Mega Drive,NBA All-Star Challenge,$4.07 ,$8.07 ,$19.93 ,$0.86 ,$4.29 ,$1.70 ,$8.49 ,,,
46096,PAL Sega Mega Drive,NBA Hangtime,$12.67 ,$24.38 ,$60.95 ,$2.60 ,$12.99 ,$7.80 ,$25.99 ,,,
46097,PAL Sega Mega Drive,NBA Jam,$7.26 ,$11.69 ,$18.55 ,$1.52 ,$7.59 ,$2.40 ,$11.99 ,,,
46098,PAL Sega Mega Drive,NBA Jam Tournament Edition,$9.44 ,$15.78 ,$48.86 ,$1.98 ,$9.89 ,$3.40 ,$16.99 ,,,
46099,PAL Sega Mega Drive,NBA Live 95,$3.66 ,$5.52 ,$6.58 ,$0.76 ,$3.79 ,$1.20 ,$5.79 ,,,
46100,PAL Sega Mega Drive,NBA Live 96,$2.62 ,$7.28 ,$40.60 ,,$2.79 ,$1.50 ,$7.59 ,,,
46101,PAL Sega Mega Drive,NBA Live 97,$5.01 ,$6.90 ,$19.14 ,$1.06 ,$5.29 ,$1.50 ,$7.29 ,,,
46102,PAL Sega Mega Drive,NBA Showdown '94,$0.75 ,$2.25 ,$11.23 ,,$1.99 ,$1.00 ,$4.99 ,,,
46104,PAL Sega Mega Drive,NFL Quarterback Club,$1.17 ,$12.30 ,$30.73 ,,$1.99 ,$2.60 ,$12.99 ,,,
46105,PAL Sega Mega Drive,NFL Quarterback Club 96,$24.01 ,$48.02 ,$124.85 ,$7.50 ,$24.99 ,$20.00 ,$49.99 ,,,
46106,PAL Sega Mega Drive,NFL Sports Talk Football '93,$1.31 ,$3.60 ,$6.81 ,,$1.99 ,$1.00 ,$4.99 ,,,
46107,PAL Sega Mega Drive,NHL '94,$7.55 ,$17.38 ,$39.26 ,$1.58 ,$7.89 ,$3.60 ,$17.99 ,,,
46108,PAL Sega Mega Drive,NHL 95,$6.45 ,$6.70 ,$24.33 ,$1.36 ,$6.79 ,$1.40 ,$6.99 ,,,
46109,PAL Sega Mega Drive,NHL 96,$6.44 ,$7.20 ,$15.64 ,$1.36 ,$6.79 ,$1.50 ,$7.59 ,,,
46110,PAL Sega Mega Drive,NHL 97,$5.86 ,$16.73 ,$40.25 ,$1.24 ,$6.19 ,$3.60 ,$17.99 ,,,
46111,PAL Sega Mega Drive,NHL Hockey,$6.63 ,$13.63 ,$36.04 ,$1.40 ,$6.99 ,$2.80 ,$13.99 ,,,
46112,PAL Sega Mega Drive,NHLPA Hockey '93,$2.27 ,$4.90 ,$11.40 ,,$2.39 ,$1.00 ,$5.19 ,,,
46103,PAL Sega Mega Drive,Newman Haas IndyCar featuring Nigel Mansell,$25.92 ,$51.84 ,$134.78 ,$8.10 ,$26.99 ,$21.60 ,$53.99 ,,,
46113,PAL Sega Mega Drive,Nigel Mansell's World Championship Racing,$8.09 ,$21.34 ,$53.35 ,$1.70 ,$8.49 ,$6.60 ,$21.99 ,,,
46114,PAL Sega Mega Drive,Normy's Beach Babe-O-Rama,$45.64 ,$80.74 ,$237.33 ,$19.20 ,$47.99 ,$34.00 ,$84.99 ,,,
46115,PAL Sega Mega Drive,Olympic Gold: Barcelona '92,$4.78 ,$9.57 ,$24.75 ,$1.00 ,$4.99 ,$2.00 ,$9.99 ,,,
46116,PAL Sega Mega Drive,Olympic Summer Games: Atlanta 1996,,,,,,,,,,
46117,PAL Sega Mega Drive,OutRun,$20.81 ,$52.86 ,$111.55 ,$6.60 ,$21.99 ,$22.40 ,$55.99 ,,,
46118,PAL Sega Mega Drive,OutRun 2019,$12.25 ,$21.46 ,$24.60 ,$2.60 ,$12.99 ,$6.90 ,$22.99 ,,,
46128,PAL Sega Mega Drive,PGA European Tour,$1.48 ,$3.51 ,$8.33 ,,$1.99 ,$1.00 ,$4.99 ,,,
46129,PAL Sega Mega Drive,PGA Tour 96,$3.22 ,$3.72 ,$10.43 ,,$3.39 ,$1.00 ,$4.99 ,,,
46130,PAL Sega Mega Drive,PGA Tour Golf,$2.55 ,$3.95 ,$13.10 ,,$2.69 ,$1.00 ,$4.99 ,,,
46131,PAL Sega Mega Drive,PGA Tour Golf II,$2.70 ,$4.44 ,$13.42 ,,$2.79 ,$1.00 ,$4.99 ,,,
46132,PAL Sega Mega Drive,PGA Tour Golf III,$1.83 ,$5.82 ,$12.45 ,,$1.99 ,$1.20 ,$6.09 ,,,
46119,PAL Sega Mega Drive,Pac-Attack,$9.79 ,$19.57 ,$48.93 ,$2.00 ,$9.99 ,$6.30 ,$20.99 ,,,
46120,PAL Sega Mega Drive,Pac-Mania,$6.60 ,$14.63 ,$34.73 ,$1.38 ,$6.89 ,$3.00 ,$14.99 ,,,
46121,PAL Sega Mega Drive,Paperboy,$13.76 ,$21.38 ,$29.15 ,$2.80 ,$13.99 ,$6.60 ,$21.99 ,,,
46122,PAL Sega Mega Drive,Paperboy 2,$11.26 ,$22.52 ,$58.50 ,$2.40 ,$11.99 ,$7.20 ,$23.99 ,,,
46124,PAL Sega Mega Drive,Pebble Beach Golf Links,$8.90 ,$17.09 ,$59.11 ,$1.88 ,$9.39 ,$3.60 ,$17.99 ,,,
46126,PAL Sega Mega Drive,Pele,$1.56 ,$4.06 ,$8.11 ,,$1.99 ,$1.00 ,$4.99 ,,,
46125,PAL Sega Mega Drive,Pele II: World Tournament Soccer,,,,,,,,,,
46127,PAL Sega Mega Drive,Pete Sampras Tennis,$3.33 ,$5.27 ,$15.84 ,,$3.49 ,$1.10 ,$5.49 ,,,
46133,PAL Sega Mega Drive,Phantasy Star II,$22.75 ,$59.56 ,$130.35 ,$7.20 ,$23.99 ,$25.20 ,$62.99 ,,,
46134,PAL Sega Mega Drive,Phantasy Star III,$14.63 ,$44.43 ,$106.53 ,$3.00 ,$14.99 ,$18.80 ,$46.99 ,,,
46135,PAL Sega Mega Drive,Phantasy Star IV,$81.52 ,$134.43 ,$359.85 ,$34.40 ,$85.99 ,$56.40 ,$140.99 ,,,
46136,PAL Sega Mega Drive,Phantom 2040,$26.49 ,$32.86 ,$114.66 ,$8.40 ,$27.99 ,$10.50 ,$34.99 ,,,
46137,PAL Sega Mega Drive,Phelios,$37.02 ,$62.41 ,$151.93 ,$15.60 ,$38.99 ,$26.40 ,$65.99 ,,,
46138,PAL Sega Mega Drive,Pier Solar,$91.36 ,$99.26 ,$145.67 ,$38.40 ,$95.99 ,$41.60 ,$103.99 ,,,
46139,PAL Sega Mega Drive,Pink Goes To Hollywood,$16.79 ,$22.77 ,$72.73 ,$3.60 ,$17.99 ,$7.20 ,$23.99 ,,,
45925,PAL Sega Mega Drive,Pinocchio,$16.08 ,$24.13 ,$143.61 ,$3.40 ,$16.99 ,$7.50 ,$24.99 ,,,
46141,PAL Sega Mega Drive,Pit-Fighter,$6.44 ,$12.58 ,$30.06 ,$1.36 ,$6.79 ,$2.60 ,$12.99 ,,,
46140,PAL Sega Mega Drive,Pitfall: The Mayan Adventure,$7.99 ,$15.52 ,$41.34 ,$1.68 ,$8.39 ,$3.20 ,$15.99 ,,,
46142,PAL Sega Mega Drive,Pocahontas,$19.16 ,$30.45 ,$36.72 ,$4.00 ,$19.99 ,$9.60 ,$31.99 ,,,
46143,PAL Sega Mega Drive,Populous,$5.93 ,$12.43 ,$27.23 ,$1.24 ,$6.19 ,$2.60 ,$12.99 ,,,
46144,PAL Sega Mega Drive,Power Drive,$12.97 ,$27.71 ,$69.28 ,$2.80 ,$13.99 ,$8.70 ,$28.99 ,,,
46145,PAL Sega Mega Drive,Powermonger,$4.49 ,$10.26 ,$47.79 ,$0.94 ,$4.69 ,$2.20 ,$10.99 ,,,
46146,PAL Sega Mega Drive,Predator 2,$12.66 ,$25.50 ,$70.10 ,$2.60 ,$12.99 ,$8.10 ,$26.99 ,,,
46147,PAL Sega Mega Drive,Premier Manager,$3.43 ,$8.54 ,$20.44 ,,$3.59 ,$1.80 ,$8.99 ,,,
46148,PAL Sega Mega Drive,Premier Manager 97,$2.73 ,$10.54 ,$20.54 ,,$2.89 ,$2.20 ,$10.99 ,,,
46149,PAL Sega Mega Drive,Primal Rage,$6.38 ,$13.08 ,$152.14 ,$1.34 ,$6.69 ,$2.80 ,$13.99 ,,,
46150,PAL Sega Mega Drive,Prince of Persia,$16.17 ,$32.42 ,$45.27 ,$3.40 ,$16.99 ,$10.20 ,$33.99 ,,,
46151,PAL Sega Mega Drive,Psycho Pinball,$9.07 ,$14.42 ,$36.09 ,$1.90 ,$9.49 ,$3.00 ,$14.99 ,,,
46152,PAL Sega Mega Drive,Puggsy,$5.41 ,$10.73 ,$28.15 ,$1.14 ,$5.69 ,$2.20 ,$10.99 ,,,
46153,PAL Sega Mega Drive,Quackshot starring Donald Duck,$14.66 ,$19.73 ,$58.60 ,$3.00 ,$14.99 ,$6.30 ,$20.99 ,,,
46154,PAL Sega Mega Drive,RBI Baseball 94,$17.45 ,$24.97 ,$62.43 ,$3.60 ,$17.99 ,$7.80 ,$25.99 ,,,
46155,PAL Sega Mega Drive,Radical Rex,$10.43 ,$32.87 ,$66.51 ,$2.20 ,$10.99 ,$10.50 ,$34.99 ,,,
46156,PAL Sega Mega Drive,Rambo III,$7.05 ,$11.56 ,$25.49 ,$1.48 ,$7.39 ,$2.40 ,$11.99 ,,,
46157,PAL Sega Mega Drive,Ranger X,$38.17 ,$50.69 ,$143.55 ,$16.00 ,$39.99 ,$21.20 ,$52.99 ,,,
46158,PAL Sega Mega Drive,Red Zone,$12.99 ,$26.71 ,$61.60 ,$2.80 ,$13.99 ,$8.40 ,$27.99 ,,,
46159,PAL Sega Mega Drive,Ren & Stimpy: Stimpy's Invention,$8.69 ,$11.77 ,$33.25 ,$1.82 ,$9.09 ,$2.40 ,$11.99 ,,,
46160,PAL Sega Mega Drive,Revolution X,$8.14 ,$16.21 ,$64.34 ,$1.72 ,$8.59 ,$3.40 ,$16.99 ,,,
46161,PAL Sega Mega Drive,Rings of Power,$10.46 ,$18.97 ,$49.30 ,$2.20 ,$10.99 ,$4.00 ,$19.99 ,,,
46162,PAL Sega Mega Drive,Rise of the Robots,$5.54 ,$8.09 ,$23.45 ,$1.16 ,$5.79 ,$1.70 ,$8.49 ,,,
46163,PAL Sega Mega Drive,Risky Woods,$15.09 ,$24.09 ,$61.13 ,$3.20 ,$15.99 ,$7.50 ,$24.99 ,,,
46164,PAL Sega Mega Drive,Ristar,$51.30 ,$76.01 ,$126.07 ,$21.60 ,$53.99 ,$32.00 ,$79.99 ,,,
46165,PAL Sega Mega Drive,Road Rash,$12.86 ,$16.35 ,$59.44 ,$2.80 ,$13.99 ,$3.40 ,$16.99 ,,,
46166,PAL Sega Mega Drive,Road Rash II,$15.33 ,$19.08 ,$50.93 ,$3.20 ,$15.99 ,$4.00 ,$19.99 ,,,
46167,PAL Sega Mega Drive,Road Rash III,$20.89 ,$25.90 ,$105.02 ,$6.60 ,$21.99 ,$8.10 ,$26.99 ,,,
46168,PAL Sega Mega Drive,RoboCop 3,$21.24 ,$51.02 ,$121.33 ,$6.60 ,$21.99 ,$21.60 ,$53.99 ,,,
46169,PAL Sega Mega Drive,RoboCop Versus The Terminator,$14.13 ,$36.49 ,$80.18 ,$3.00 ,$14.99 ,$15.20 ,$37.99 ,,,
46170,PAL Sega Mega Drive,Rock N' Roll Racing,$21.11 ,$39.86 ,$109.56 ,$6.60 ,$21.99 ,$16.80 ,$41.99 ,,,
46171,PAL Sega Mega Drive,Rocket Knight Adventures,$27.29 ,$49.60 ,$127.80 ,$8.70 ,$28.99 ,$20.80 ,$51.99 ,,,
46172,PAL Sega Mega Drive,Rolling Thunder 2,$16.98 ,$34.17 ,$80.88 ,$3.60 ,$17.99 ,$14.40 ,$35.99 ,,,
46173,PAL Sega Mega Drive,Rolo to the Rescue,$5.86 ,$13.03 ,$32.25 ,$1.24 ,$6.19 ,$2.80 ,$13.99 ,,,
46174,PAL Sega Mega Drive,Rugby World Cup '95,$3.26 ,$6.53 ,$15.18 ,,$3.39 ,$1.40 ,$6.89 ,,,
46175,PAL Sega Mega Drive,Sampras Tennis 96,$4.45 ,$7.98 ,$20.38 ,$0.94 ,$4.69 ,$1.70 ,$8.39 ,,,
46176,PAL Sega Mega Drive,Samurai Shodown,$15.78 ,$36.13 ,$90.40 ,$3.40 ,$16.99 ,$15.20 ,$37.99 ,,,
46177,PAL Sega Mega Drive,Saturday Night Slam Masters,$80.52 ,$115.84 ,$380.73 ,$34.00 ,$84.99 ,$48.80 ,$121.99 ,,,
46178,PAL Sega Mega Drive,SeaQuest DSV,$14.45 ,$57.44 ,$143.60 ,$3.00 ,$14.99 ,$24.00 ,$59.99 ,,,
46364,PAL Sega Mega Drive,Sega Mega Drive Console,$7.46 ,$13.53 ,$34.10 ,$1.56 ,$7.79 ,$2.80 ,$13.99 ,,,
46179,PAL Sega Mega Drive,Sensible Soccer: European Champions,$20.52 ,$21.90 ,$71.75 ,$6.60 ,$21.99 ,$6.90 ,$22.99 ,,,
46311,PAL Sega Mega Drive,Separation Anxiety,$57.80 ,$271.01 ,$337.32 ,$24.40 ,$60.99 ,$114.00 ,$284.99 ,,,
46180,PAL Sega Mega Drive,Shadow Blasters,,,,,,,,,,
46181,PAL Sega Mega Drive,Shadow Dancer,$19.76 ,$33.42 ,$91.00 ,$6.30 ,$20.99 ,$10.50 ,$34.99 ,,,
46182,PAL Sega Mega Drive,Shadow of the Beast,$8.43 ,$15.69 ,$39.23 ,$1.78 ,$8.89 ,$3.20 ,$15.99 ,,,
46183,PAL Sega Mega Drive,Shadow of the Beast II,$10.85 ,$21.94 ,$54.48 ,$2.20 ,$10.99 ,$6.90 ,$22.99 ,,,
46184,PAL Sega Mega Drive,Shaq Fu,$4.07 ,$5.64 ,$7.75 ,$0.86 ,$4.29 ,$1.20 ,$5.89 ,,,
46185,PAL Sega Mega Drive,Shining Force,$43.65 ,$66.72 ,$74.91 ,$18.40 ,$45.99 ,$28.00 ,$69.99 ,,,
46186,PAL Sega Mega Drive,Shining Force II,$46.70 ,$66.65 ,$189.80 ,$19.60 ,$48.99 ,$28.00 ,$69.99 ,,,
46187,PAL Sega Mega Drive,Shining in the Darkness,$17.37 ,$32.80 ,$90.38 ,$3.60 ,$17.99 ,$10.20 ,$33.99 ,,,
46188,PAL Sega Mega Drive,Shinobi III: Return of the Ninja Master,$42.01 ,$74.46 ,$185.70 ,$17.60 ,$43.99 ,$31.20 ,$77.99 ,,,
46189,PAL Sega Mega Drive,Side Pocket,$6.61 ,$12.63 ,$20.93 ,$1.38 ,$6.89 ,$2.60 ,$12.99 ,,,
46371,PAL Sega Mega Drive,Six Pack,$3.71 ,$9.17 ,$22.93 ,$0.78 ,$3.89 ,$1.90 ,$9.59 ,,,
46190,PAL Sega Mega Drive,Skeleton Krew,$31.94 ,$87.99 ,$178.46 ,$10.20 ,$33.99 ,$36.80 ,$91.99 ,,,
46191,PAL Sega Mega Drive,Skitchin',$13.08 ,$16.68 ,$48.15 ,$2.80 ,$13.99 ,$3.60 ,$17.99 ,,,
46192,PAL Sega Mega Drive,Slaughter Sport,$16.53 ,$33.05 ,$82.63 ,$3.40 ,$16.99 ,$10.50 ,$34.99 ,,,
46193,PAL Sega Mega Drive,Snake Rattle 'n' Roll,$19.30 ,$40.73 ,$100.36 ,$4.00 ,$19.99 ,$17.20 ,$42.99 ,,,
46194,PAL Sega Mega Drive,Sonic & Knuckles,$17.72 ,$37.24 ,$132.28 ,$3.80 ,$18.99 ,$15.60 ,$38.99 ,,,
46195,PAL Sega Mega Drive,Sonic 3D,$12.97 ,$17.86 ,$58.81 ,$2.80 ,$13.99 ,$3.80 ,$18.99 ,,,
46404,PAL Sega Mega Drive,Sonic Compilation,$11.60 ,$15.56 ,$41.83 ,$2.40 ,$11.99 ,$3.20 ,$15.99 ,,,
46196,PAL Sega Mega Drive,Sonic Spinball,$9.82 ,$12.76 ,$36.00 ,$2.00 ,$9.99 ,$2.60 ,$12.99 ,,,
46197,PAL Sega Mega Drive,Sonic the Hedgehog,$6.87 ,$9.26 ,$53.05 ,$1.44 ,$7.19 ,$1.90 ,$9.69 ,,,
46198,PAL Sega Mega Drive,Sonic the Hedgehog 2,$6.55 ,$9.38 ,$33.35 ,$1.38 ,$6.89 ,$2.00 ,$9.89 ,,,
46199,PAL Sega Mega Drive,Sonic the Hedgehog 3,$20.74 ,$33.49 ,$59.02 ,$6.60 ,$21.99 ,$10.50 ,$34.99 ,,,
46200,PAL Sega Mega Drive,Sorcerer's Kingdom,,,,,,,,,,
46201,PAL Sega Mega Drive,Space Harrier II,$8.34 ,$14.51 ,$26.95 ,$1.76 ,$8.79 ,$3.00 ,$14.99 ,,,
46202,PAL Sega Mega Drive,Space Invaders '91,,,,,,,,,,
46203,PAL Sega Mega Drive,Sparkster: Rocket Knight Adventures 2,,,,,,,,,,
46204,PAL Sega Mega Drive,Speedball 2,$9.81 ,$13.28 ,$35.65 ,$2.00 ,$9.99 ,$2.80 ,$13.99 ,,,
46206,PAL Sega Mega Drive,Spider-Man and Venom: Maximum Carnage,$48.61 ,$83.41 ,$253.08 ,$20.40 ,$50.99 ,$35.20 ,$87.99 ,,,
46205,PAL Sega Mega Drive,Spider-Man and the X-Men: Arcade's Revenge,$20.85 ,$32.48 ,$107.64 ,$6.60 ,$21.99 ,$10.20 ,$33.99 ,,,
46207,PAL Sega Mega Drive,Spider-Man vs. The Kingpin,$13.83 ,$15.54 ,$38.85 ,$3.00 ,$14.99 ,$3.20 ,$15.99 ,,,
46208,PAL Sega Mega Drive,Spirou,$9.28 ,$19.27 ,$48.26 ,$1.94 ,$9.69 ,$4.00 ,$19.99 ,,,
46209,PAL Sega Mega Drive,Splatterhouse 2,$39.47 ,$64.71 ,$82.04 ,$16.40 ,$40.99 ,$27.20 ,$67.99 ,,,
46210,PAL Sega Mega Drive,Spot Goes To Hollywood,$13.64 ,$17.63 ,$48.15 ,$2.80 ,$13.99 ,$3.80 ,$18.99 ,,,
46211,PAL Sega Mega Drive,Star Control,$15.21 ,$33.49 ,$77.38 ,$3.20 ,$15.99 ,$10.50 ,$34.99 ,,,
46212,PAL Sega Mega Drive,Star Trek: Deep Space Nine: Crossroads of Time,$27.05 ,$48.76 ,$158.91 ,$8.40 ,$27.99 ,$20.40 ,$50.99 ,,,
46213,PAL Sega Mega Drive,Starflight,$8.39 ,$20.36 ,$50.70 ,$1.76 ,$8.79 ,$6.30 ,$20.99 ,,,
46214,PAL Sega Mega Drive,Stargate,$14.72 ,$23.01 ,$68.67 ,$3.00 ,$14.99 ,$7.20 ,$23.99 ,,,
46215,PAL Sega Mega Drive,Steel Empire,$19.11 ,$38.22 ,$95.55 ,$4.00 ,$19.99 ,$16.00 ,$39.99 ,,,
46216,PAL Sega Mega Drive,Steel Talons,$9.02 ,$9.43 ,$27.88 ,$1.90 ,$9.49 ,$2.00 ,$9.89 ,,,
46217,PAL Sega Mega Drive,Stormlord,$7.82 ,$28.51 ,$29.27 ,$1.64 ,$8.19 ,$9.00 ,$29.99 ,,,
45859,PAL Sega Mega Drive,Story of Thor,$37.73 ,$45.58 ,$125.10 ,$16.00 ,$39.99 ,$19.20 ,$47.99 ,,,
46218,PAL Sega Mega Drive,Street Fighter II': Special Champion Edition,$14.76 ,$15.39 ,$20.16 ,$3.20 ,$15.99 ,$3.20 ,$15.99 ,,,
46219,PAL Sega Mega Drive,Street Racer,$6.36 ,$13.05 ,$47.75 ,$1.34 ,$6.69 ,$2.80 ,$13.99 ,,,
46220,PAL Sega Mega Drive,Streets of Rage,$21.92 ,$29.80 ,$36.95 ,$6.90 ,$22.99 ,$9.30 ,$30.99 ,,,
46221,PAL Sega Mega Drive,Streets of Rage 2,$24.81 ,$46.33 ,$47.74 ,$7.80 ,$25.99 ,$19.60 ,$48.99 ,,,
46222,PAL Sega Mega Drive,Streets of Rage 3,$76.86 ,$151.14 ,$201.29 ,$32.40 ,$80.99 ,$63.60 ,$158.99 ,,,
46223,PAL Sega Mega Drive,Strider,$11.69 ,$18.37 ,$53.40 ,$2.40 ,$11.99 ,$3.80 ,$18.99 ,,,
46224,PAL Sega Mega Drive,Strider II,$22.07 ,$60.36 ,$114.76 ,$6.90 ,$22.99 ,$25.20 ,$62.99 ,,,
46225,PAL Sega Mega Drive,Striker,$4.73 ,$8.65 ,$24.35 ,$1.00 ,$4.99 ,$1.80 ,$9.09 ,,,
46226,PAL Sega Mega Drive,Sub-Terrania,$16.06 ,$34.24 ,$35.38 ,$3.40 ,$16.99 ,$14.40 ,$35.99 ,,,
46227,PAL Sega Mega Drive,Summer Challenge,$6.54 ,$6.79 ,$31.56 ,$1.38 ,$6.89 ,$1.40 ,$7.09 ,,,
46228,PAL Sega Mega Drive,Sunset Riders,$37.88 ,$86.94 ,$204.38 ,$16.00 ,$39.99 ,$36.40 ,$90.99 ,,,
46229,PAL Sega Mega Drive,Super Fantasy Zone,$20.02 ,$38.75 ,$105.35 ,$6.30 ,$20.99 ,$16.40 ,$40.99 ,,,
46230,PAL Sega Mega Drive,Super Hang-On,$6.23 ,$9.05 ,$22.43 ,$1.30 ,$6.49 ,$1.90 ,$9.49 ,,,
46231,PAL Sega Mega Drive,Super Hydlide,$7.59 ,$16.09 ,$39.47 ,$1.60 ,$7.99 ,$3.40 ,$16.99 ,,,
46232,PAL Sega Mega Drive,Super Kick Off,$2.34 ,$4.16 ,$11.54 ,,$2.49 ,$1.00 ,$4.99 ,,,
46233,PAL Sega Mega Drive,Super Monaco GP,$5.23 ,$6.14 ,$16.33 ,$1.10 ,$5.49 ,$1.30 ,$6.49 ,,,
46234,PAL Sega Mega Drive,Super Monaco GP II,$5.07 ,$9.66 ,$26.42 ,$1.06 ,$5.29 ,$2.00 ,$9.99 ,,,
46235,PAL Sega Mega Drive,Super Off Road,$7.24 ,$18.40 ,$39.70 ,$1.52 ,$7.59 ,$3.80 ,$18.99 ,,,
46123,PAL Sega Mega Drive,Super Real Basketball,$3.79 ,$7.22 ,$18.05 ,$0.80 ,$3.99 ,$1.50 ,$7.59 ,,,
46236,PAL Sega Mega Drive,Super Skidmarks,$9.90 ,$18.52 ,$48.75 ,$2.00 ,$9.99 ,$3.80 ,$18.99 ,,,
46237,PAL Sega Mega Drive,Super Smash TV,$10.26 ,$15.19 ,$39.00 ,$2.20 ,$10.99 ,$3.20 ,$15.99 ,,,
46238,PAL Sega Mega Drive,Super Street Fighter II,$22.45 ,$36.13 ,$140.08 ,$7.20 ,$23.99 ,$15.20 ,$37.99 ,,,
46239,PAL Sega Mega Drive,Super Thunder Blade,$7.09 ,$9.00 ,$20.92 ,$1.48 ,$7.39 ,$1.90 ,$9.49 ,,,
46240,PAL Sega Mega Drive,Superman,$13.16 ,$28.33 ,$68.43 ,$2.80 ,$13.99 ,$9.00 ,$29.99 ,,,
46241,PAL Sega Mega Drive,Sword of Sodan,$9.39 ,$19.62 ,$49.05 ,$1.98 ,$9.89 ,$6.30 ,$20.99 ,,,
46242,PAL Sega Mega Drive,Sword of Vermilion,$10.64 ,$23.98 ,$55.90 ,$2.20 ,$10.99 ,$7.50 ,$24.99 ,,,
46243,PAL Sega Mega Drive,Sylvester and Tweety in Cagey Capers,$9.11 ,$14.94 ,$47.37 ,$1.92 ,$9.59 ,$3.20 ,$15.99 ,,,
46244,PAL Sega Mega Drive,Syndicate,$13.71 ,$24.02 ,$73.37 ,$2.80 ,$13.99 ,$7.50 ,$24.99 ,,,
46246,PAL Sega Mega Drive,T2 The Arcade Game,$8.54 ,$13.18 ,$24.27 ,$1.80 ,$8.99 ,$2.80 ,$13.99 ,,,
46247,PAL Sega Mega Drive,TaleSpin,$6.59 ,$11.71 ,$19.62 ,$1.38 ,$6.89 ,$2.40 ,$11.99 ,,,
46248,PAL Sega Mega Drive,Taz in Escape from Mars,$5.77 ,$11.64 ,$30.53 ,$1.22 ,$6.09 ,$2.40 ,$11.99 ,,,
