id,console-name,product-name,loose-price,cib-price,new-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,gamestop-trade-price,upc
17246,Commodore 64,Pitstop II,$10.34 ,$22.85 ,$46.74 ,$2.20 ,$10.99 ,$7.20 ,$23.99 ,,,
17247,Commodore 64,Platoon,$9.59 ,$20.02 ,$25.14 ,$2.00 ,$9.99 ,$6.30 ,$20.99 ,,,13252001138
17249,Commodore 64,Pole Position,$11.26 ,$13.59 ,$29.99 ,$2.40 ,$11.99 ,$2.80 ,$13.99 ,,,
17248,Commodore 64,Pole Position II,$11.49 ,$14.62 ,$29.24 ,$2.40 ,$11.99 ,$3.00 ,$14.99 ,,,
17250,Commodore 64,Pool of Radiance,$24.12 ,$30.70 ,$61.45 ,$7.50 ,$24.99 ,$9.60 ,$31.99 ,,,
35834,Commodore 64,Power Play Hockey: USA vs USSR,$18.16 ,$39.99 ,$80.10 ,$3.80 ,$18.99 ,$16.80 ,$41.99 ,,,
17251,Commodore 64,Predator,$7.92 ,$17.42 ,$26.52 ,$1.66 ,$8.29 ,$3.60 ,$17.99 ,,,47875421882
17253,Commodore 64,Psychedelia,,,,,,,,,,
17252,Commodore 64,Psycho,$5.00 ,$8.00 ,$16.25 ,$1.06 ,$5.29 ,$1.70 ,$8.39 ,,,
17254,Commodore 64,Psycho Pigs UXB,,,,,,,,,,
17255,Commodore 64,Purple Heart,,,,,,,,,,
49687,Commodore 64,Puzzle Panic,,,,,,,,,,
17256,Commodore 64,Puzznic,,,,,,,,,,
17257,Commodore 64,Qix,$11.66 ,$14.99 ,$18.56 ,$2.40 ,$11.99 ,$3.20 ,$15.99 ,,,
17258,Commodore 64,Quest for the Garden of Eden,,,,,,,,,,
17259,Commodore 64,Quest from Atlantis,,,,,,,,,,
17262,Commodore 64,Questprobe featuring Human Torch and the Thing,,,,,,,,,,
17260,Commodore 64,Questprobe featuring Spiderman,$7.63 ,$16.77 ,$33.53 ,$1.60 ,$7.99 ,$3.60 ,$17.99 ,,,
17261,Commodore 64,Questprobe featuring the Hulk,$10.00 ,$21.43 ,$42.85 ,$2.20 ,$10.99 ,$6.90 ,$22.99 ,,,
17264,Commodore 64,Questron,$28.24 ,$51.27 ,$102.54 ,$9.00 ,$29.99 ,$21.60 ,$53.99 ,,,
17263,Commodore 64,Questron II,$22.50 ,$22.74 ,$50.00 ,$7.20 ,$23.99 ,$8.70 ,$28.99 ,,,16685051107
17265,Commodore 64,R-Type,$1.95 ,$4.30 ,$8.76 ,,$2.09 ,$1.00 ,$4.99 ,,,
17266,Commodore 64,Racing Destruction Set,$11.98 ,$26.90 ,$53.86 ,$2.60 ,$12.99 ,$8.40 ,$27.99 ,,,
21292,Commodore 64,Rack 'em Up,$11.25 ,$26.58 ,$53.17 ,$2.40 ,$11.99 ,$8.40 ,$27.99 ,,,
17267,Commodore 64,Radar Rat Race,$4.93 ,$16.99 ,$31.64 ,$1.04 ,$5.19 ,$3.60 ,$17.99 ,,,
17268,Commodore 64,Raid Over Moscow,$17.44 ,$40.17 ,$80.34 ,$3.60 ,$17.99 ,$16.80 ,$41.99 ,,,84895441018
17269,Commodore 64,Rainbow Islands,$20.41 ,$44.90 ,$90.82 ,$6.30 ,$20.99 ,$18.80 ,$46.99 ,,,
17270,Commodore 64,Rally Cross Challenge,,,,,,,,,,
17271,Commodore 64,Rampage,$8.08 ,$14.73 ,$29.99 ,$1.70 ,$8.49 ,$3.00 ,$14.99 ,,,
17272,Commodore 64,Rasputin,$8.50 ,$18.79 ,$38.10 ,$1.78 ,$8.89 ,$4.00 ,$19.99 ,,,
17273,Commodore 64,Rastan,$16.13 ,$34.99 ,$72.59 ,$3.40 ,$16.99 ,$14.80 ,$36.99 ,,,
17274,Commodore 64,Reach for the Stars,$20.76 ,$49.99 ,$99.04 ,$6.60 ,$21.99 ,$20.80 ,$51.99 ,,,
17275,Commodore 64,Realms of Impossibility,,,,,,,,,,
17276,Commodore 64,Reckless Rufus,,,,,,,,,,
17278,Commodore 64,Red Heat,,,,,,,,,,
17277,Commodore 64,Red Storm Rising,$11.54 ,$15.00 ,$17.44 ,$2.40 ,$11.99 ,$3.20 ,$15.99 ,,,
17279,Commodore 64,Renegade,$23.32 ,$24.96 ,$49.93 ,$7.20 ,$23.99 ,$7.80 ,$25.99 ,,,
17280,Commodore 64,Renegade III the Final Chapter,,,,,,,,,,
17281,Commodore 64,Rescue on Fractalus,$14.98 ,$33.87 ,$59.88 ,$3.20 ,$15.99 ,$14.40 ,$35.99 ,,,
17282,Commodore 64,Retrograde,,,,,,,,,,
17283,Commodore 64,Return of the Mutant Camels,,,,,,,,,,
17284,Commodore 64,Reversal,$4.58 ,$10.05 ,$17.49 ,$0.96 ,$4.79 ,$2.20 ,$10.99 ,,,
17285,Commodore 64,Roadwar 2000,$17.02 ,$41.00 ,$82.00 ,$3.60 ,$17.99 ,$17.20 ,$42.99 ,,,16685050919
17286,Commodore 64,Roadwar Europa,$18.90 ,$33.64 ,$67.28 ,$4.00 ,$19.99 ,$10.50 ,$34.99 ,,,16685051039
17288,Commodore 64,Robocop,$11.06 ,$27.40 ,$27.40 ,$2.40 ,$11.99 ,$8.70 ,$28.99 ,,,
17289,Commodore 64,Robot Rascals,$15.97 ,$24.99 ,$30.06 ,$3.40 ,$16.99 ,$7.80 ,$25.99 ,,,
17287,Commodore 64,Robotron 2084,$14.95 ,$25.99 ,$26.22 ,$3.20 ,$15.99 ,$8.10 ,$26.99 ,,,
17290,Commodore 64,Rock Star Ate My Hamster,,,,,,,,,,
47037,Commodore 64,Rocket Ranger,$2.33 ,$5.25 ,$10.50 ,,$2.49 ,$1.10 ,$5.49 ,,,
17396,Commodore 64,Rocky Horror Show,$21.55 ,$30.49 ,$61.00 ,$6.90 ,$22.99 ,$9.60 ,$31.99 ,,,
17291,Commodore 64,Roland's Rat Race,,,,,,,,,,
34654,Commodore 64,Rootin' Tootin',,,,,,,,,,
17292,Commodore 64,Rox 64,,,,,,,,,,
17293,Commodore 64,Run the Gauntlet,,,,,,,,,,
17323,Commodore 64,SCI Special Criminal Investigation,,,,,,,,,,
17294,Commodore 64,Sabre Wulf,$7.39 ,$16.33 ,$33.13 ,$1.56 ,$7.79 ,$3.40 ,$16.99 ,,,
38377,Commodore 64,Sailing,,,,,,,,,,
17295,Commodore 64,Sammy Lightfoot,$17.03 ,$17.29 ,$23.62 ,$3.60 ,$17.99 ,$3.60 ,$17.99 ,,,
17297,Commodore 64,Sargon II,$7.71 ,$12.94 ,$19.99 ,$1.62 ,$8.09 ,$2.80 ,$13.99 ,,,
17296,Commodore 64,Sargon III,$7.95 ,$12.99 ,$25.98 ,$1.68 ,$8.39 ,$2.80 ,$13.99 ,,,
17298,Commodore 64,Sea Speller,$6.22 ,$11.99 ,$23.98 ,$1.30 ,$6.49 ,$2.60 ,$12.99 ,,,
21506,Commodore 64,Sea Wolf,$7.99 ,$9.26 ,$18.52 ,$1.68 ,$8.39 ,$1.90 ,$9.69 ,,,51245200564
17299,Commodore 64,Seastalker,$31.77 ,$59.91 ,$109.00 ,$9.90 ,$32.99 ,$25.20 ,$62.99 ,,,
17300,Commodore 64,Sergeant Slaughters Mat Wars,$5.70 ,$14.38 ,$17.53 ,$1.20 ,$5.99 ,$3.00 ,$14.99 ,,,
17383,Commodore 64,Seven Cities of Gold,$22.45 ,$38.95 ,$79.10 ,$7.20 ,$23.99 ,$16.40 ,$40.99 ,,,
17301,Commodore 64,Sex Vixens from Space,$29.99 ,$66.13 ,$134.68 ,$9.30 ,$30.99 ,$27.60 ,$68.99 ,,,
17302,Commodore 64,Shadow Dancer The Secret of Shinobi,,,,,,,,,,
17303,Commodore 64,Shadows of Mordor,$17.97 ,$39.55 ,$80.85 ,$3.80 ,$18.99 ,$16.80 ,$41.99 ,,,
17305,Commodore 64,Shanghai,$2.70 ,$5.94 ,$11.88 ,,$2.79 ,$1.20 ,$6.19 ,,,
17304,Commodore 64,Shanghai Warriors,,,,,,,,,,
17306,Commodore 64,Shard of Spring,$42.81 ,$43.82 ,$209.49 ,$18.00 ,$44.99 ,$18.40 ,$45.99 ,,,
17307,Commodore 64,Sheep in Space,,,,,,,,,,
17308,Commodore 64,Side Arms Hyper Dyne,,,,,,,,,,
17309,Commodore 64,Sidewinder II,,,,,,,,,,
49627,Commodore 64,Sierra Championship Boxing,,,,,,,,,,
17310,Commodore 64,Sigma 7,$3.66 ,$8.04 ,$13.99 ,$0.76 ,$3.79 ,$1.70 ,$8.39 ,,,
17311,Commodore 64,Silent Service,$9.99 ,$18.98 ,$58.20 ,$2.00 ,$9.99 ,$4.00 ,$19.99 ,,,
17312,Commodore 64,Sinbad and the Throne of the Falcon,$13.51 ,$18.35 ,$36.70 ,$2.80 ,$13.99 ,$3.80 ,$18.99 ,,,
17313,Commodore 64,Six Sizzlers,$3.66 ,$8.07 ,$16.19 ,$0.76 ,$3.79 ,$1.70 ,$8.49 ,,,
50223,Commodore 64,Skate Crazy,,,,,,,,,,
17314,Commodore 64,Skate or Die,$16.51 ,$18.04 ,$60.11 ,$3.40 ,$16.99 ,$3.80 ,$18.99 ,,,
17315,Commodore 64,Skyfox,$8.43 ,$11.98 ,$23.95 ,$1.78 ,$8.89 ,$2.60 ,$12.99 ,,,
17316,Commodore 64,Skyline Attack,$10.23 ,$22.95 ,$45.99 ,$2.20 ,$10.99 ,$7.20 ,$23.99 ,,,
17317,Commodore 64,Smash TV,,,,,,,,,,
17318,Commodore 64,Solar Fox,$10.80 ,$21.95 ,$43.90 ,$2.20 ,$10.99 ,$6.90 ,$22.99 ,,,
17319,Commodore 64,Space Ace,$22.06 ,$48.54 ,$97.07 ,$6.90 ,$22.99 ,$20.40 ,$50.99 ,,,6.2472E+11
17321,Commodore 64,Space Harrier,$9.99 ,$15.70 ,$17.50 ,$2.00 ,$9.99 ,$3.20 ,$15.99 ,,,
17322,Commodore 64,Space Racer,,,,,,,,,,
17320,Commodore 64,Space Taxi,$116.81 ,$262.80 ,$525.60 ,$49.20 ,$122.99 ,$110.40 ,$275.99 ,,,
17324,Commodore 64,Speed/Bingo Math,$5.33 ,$7.00 ,$14.03 ,$1.12 ,$5.59 ,$1.50 ,$7.39 ,,,888883795
17325,Commodore 64,Speedball,$10.00 ,$19.99 ,$19.99 ,$2.20 ,$10.99 ,$6.30 ,$20.99 ,,,
17326,Commodore 64,Speedball 2 Brutal Deluxe,,,,,,,,,,
17328,Commodore 64,Spellbound Dizzy,,,,,,,,,,
17327,Commodore 64,Spellbreaker,$25.23 ,$40.08 ,$113.50 ,$7.80 ,$25.99 ,$16.80 ,$41.99 ,,,
17329,Commodore 64,Spooks,$10.49 ,$23.12 ,$47.15 ,$2.20 ,$10.99 ,$7.20 ,$23.99 ,,,
17330,Commodore 64,Spy Hunter,$38.72 ,$106.40 ,$212.80 ,$16.40 ,$40.99 ,$44.80 ,$111.99 ,,,
17331,Commodore 64,Spy vs Spy Arctic Antics,$5.09 ,$13.03 ,$26.07 ,$1.06 ,$5.29 ,$2.80 ,$13.99 ,,,
17332,Commodore 64,Spy vs Spy the Island Caper,$20.45 ,$46.02 ,$92.04 ,$6.30 ,$20.99 ,$19.20 ,$47.99 ,,,
17333,Commodore 64,Spy vs. Spy,$13.16 ,$19.75 ,$27.99 ,$2.80 ,$13.99 ,$6.30 ,$20.99 ,,,
17334,Commodore 64,Squirm,$5.44 ,$12.01 ,$24.13 ,$1.14 ,$5.69 ,$2.60 ,$12.99 ,,,
17335,Commodore 64,StaRace,,,,,,,,,,
17379,Commodore 64,Staff of Karnath,,,,,,,,,,
17336,Commodore 64,Star Fighter,,,,,,,,,,
17340,Commodore 64,Star League Baseball,$19.95 ,$19.95 ,$39.90 ,$6.30 ,$20.99 ,$7.50 ,$24.99 ,,,
17338,Commodore 64,Star Post,$7.23 ,$16.10 ,$19.99 ,$1.52 ,$7.59 ,$3.40 ,$16.99 ,,,8019011
17341,Commodore 64,Star Ranger,$13.75 ,$32.99 ,$63.27 ,$2.80 ,$13.99 ,$10.50 ,$34.99 ,,,7.07358E+11
17342,Commodore 64,Star Trek: Strategic Operations Simulator,$11.92 ,$26.22 ,$52.44 ,$2.60 ,$12.99 ,$8.40 ,$27.99 ,,,
17337,Commodore 64,Star Wars The Empire Strikes Back,$11.80 ,$26.54 ,$53.09 ,$2.40 ,$11.99 ,$8.40 ,$27.99 ,,,
17343,Commodore 64,Starglider,$8.07 ,$17.75 ,$34.61 ,$1.70 ,$8.49 ,$3.80 ,$18.99 ,,,
17339,Commodore 64,Starquake,$9.95 ,$14.99 ,$32.25 ,$2.00 ,$9.99 ,$3.20 ,$15.99 ,,,
17344,Commodore 64,Stormlord,,,,,,,,,,
17346,Commodore 64,Street Cred Boxing,,,,,,,,,,
17345,Commodore 64,Street Fighter,$10.40 ,$22.88 ,$46.37 ,$2.20 ,$10.99 ,$7.20 ,$23.99 ,,,
17348,Commodore 64,Strider II,,,,,,,,,,
17347,Commodore 64,Strike Fleet,$20.00 ,$24.95 ,$40.00 ,$6.30 ,$20.99 ,$7.80 ,$25.99 ,,,14633015140
17349,Commodore 64,Subway Vigilante,,,,,,,,,,
17350,Commodore 64,Summer Games II,$12.16 ,$20.49 ,$64.13 ,$2.60 ,$12.99 ,$6.60 ,$21.99 ,,,
17351,Commodore 64,Super Boulder Dash,$20.86 ,$25.00 ,$53.74 ,$6.60 ,$21.99 ,$7.80 ,$25.99 ,,,
17352,Commodore 64,Super Huey,$8.00 ,$16.44 ,$36.00 ,$1.68 ,$8.39 ,$3.40 ,$16.99 ,,,
17353,Commodore 64,Super Stunt Man,,,,,,,,,,
17355,Commodore 64,Super Zaxxon,$53.36 ,$178.49 ,$239.56 ,$22.40 ,$55.99 ,$74.80 ,$186.99 ,,,
17356,Commodore 64,Superman Man of Steel,$15.01 ,$33.02 ,$57.90 ,$3.20 ,$15.99 ,$10.50 ,$34.99 ,,,
17354,Commodore 64,Superman the Game,$16.99 ,$16.99 ,$22.49 ,$3.60 ,$17.99 ,$6.60 ,$21.99 ,,,
21507,Commodore 64,Superstar Ice Hockey,$24.21 ,$26.31 ,$52.62 ,$7.50 ,$24.99 ,$8.40 ,$27.99 ,,,
17357,Commodore 64,Sword of Fargoal,$49.99 ,$59.99 ,$149.99 ,$20.80 ,$51.99 ,$25.20 ,$62.99 ,,,
17358,Commodore 64,Tales of the Arabian Nights,,,,,,,,,,
36017,Commodore 64,Tapper,$19.95 ,$59.99 ,$103.28 ,$6.30 ,$20.99 ,$25.20 ,$62.99 ,,,
17359,Commodore 64,Tau Ceti,$10.50 ,$23.17 ,$47.13 ,$2.20 ,$10.99 ,$7.20 ,$23.99 ,,,
17361,Commodore 64,Teenage Mutant Ninja Turtles,$15.00 ,$33.72 ,$67.44 ,$3.20 ,$15.99 ,$10.50 ,$34.99 ,,,
17360,Commodore 64,Teenage Mutant Ninja Turtles World Tour,$3.65 ,$8.00 ,$8.00 ,$0.76 ,$3.79 ,$1.70 ,$8.39 ,,,7.22301E+11
17362,Commodore 64,Temple of Apshai Trilogy,$26.74 ,$29.83 ,$59.34 ,$8.40 ,$27.99 ,$9.30 ,$30.99 ,,,
17363,Commodore 64,Test Drive,$11.00 ,$14.44 ,$28.88 ,$2.40 ,$11.99 ,$3.00 ,$14.99 ,,,15605570919
17364,Commodore 64,Tetrad,,,,,,,,,,
20993,Commodore 64,The Bulge,$20.00 ,$44.19 ,$89.63 ,$6.30 ,$20.99 ,$18.40 ,$45.99 ,,,
17382,Commodore 64,The Untouchables,$6.50 ,$14.31 ,$16.49 ,$1.36 ,$6.79 ,$3.00 ,$14.99 ,,,
17398,Commodore 64,Thomas the Tank Engine,,,,,,,,,,
17395,Commodore 64,Three Stooges,$9.99 ,$14.99 ,$24.35 ,$2.00 ,$9.99 ,$3.20 ,$15.99 ,,,6.12561E+11
17399,Commodore 64,Threshold,$41.81 ,$41.81 ,$41.81 ,$17.60 ,$43.99 ,$20.80 ,$51.99 ,,,
17400,Commodore 64,Through the Trap Door,,,,,,,,,,
17401,Commodore 64,Thundercats,$24.99 ,$54.98 ,$112.46 ,$7.80 ,$25.99 ,$23.20 ,$57.99 ,,,
17402,Commodore 64,Time Machine,,,,,,,,,,
17403,Commodore 64,TinTin on the Moon,,,,,,,,,,
17404,Commodore 64,Toobin',,,,,,,,,,
17405,Commodore 64,Tooth Invaders,$7.51 ,$11.56 ,$19.00 ,$1.58 ,$7.89 ,$2.40 ,$11.99 ,,,27731826
17406,Commodore 64,Top Gun,$7.00 ,$9.99 ,$18.77 ,$1.48 ,$7.39 ,$2.00 ,$9.99 ,,,
17407,Commodore 64,Tracker,$14.36 ,$14.49 ,$64.65 ,$3.00 ,$14.99 ,$3.00 ,$14.99 ,,,
17408,Commodore 64,Trailblazer,$7.90 ,$17.35 ,$34.70 ,$1.66 ,$8.29 ,$3.60 ,$17.99 ,,,
17397,Commodore 64,Trap Door,,,,,,,,,,
17409,Commodore 64,Trinity,$15.05 ,$49.97 ,$89.77 ,$3.20 ,$15.99 ,$20.80 ,$51.99 ,,,
17410,Commodore 64,Trivial Pursuit,,,,,,,,,,
17411,Commodore 64,Turbo Outrun,,,,,,,,,,
17412,Commodore 64,Turrican,$22.73 ,$50.00 ,$104.49 ,$7.20 ,$23.99 ,$21.20 ,$52.99 ,,,
17413,Commodore 64,Turrican II The Final Fight,$39.92 ,$39.92 ,$79.85 ,$16.80 ,$41.99 ,$19.60 ,$48.99 ,,,
17414,Commodore 64,Tusker,$1.92 ,$4.24 ,$8.50 ,,$1.99 ,$1.00 ,$4.99 ,,,
17415,Commodore 64,Ultima I the First Age of Darkness,$210.67 ,$271.63 ,$724.01 ,$88.40 ,$220.99 ,$114.00 ,$284.99 ,,,
17419,Commodore 64,Ultima II Revenge of the Enchantress,$190.23 ,$499.81 ,$856.04 ,$80.00 ,$199.99 ,$210.00 ,$524.99 ,,,
17416,Commodore 64,Ultima III Exodus,$49.34 ,$71.33 ,$260.99 ,$20.80 ,$51.99 ,$30.00 ,$74.99 ,,,
17420,Commodore 64,Ultima IV Quest of the Avatar,$50.00 ,$56.00 ,$225.01 ,$21.20 ,$52.99 ,$23.60 ,$58.99 ,,,
17423,Commodore 64,Ultima Trilogy,$39.99 ,$115.00 ,$179.96 ,$16.80 ,$41.99 ,$48.40 ,$120.99 ,,,17814769306
17421,Commodore 64,Ultima V Warriors of Destiny,$50.00 ,$62.20 ,$156.48 ,$21.20 ,$52.99 ,$26.00 ,$64.99 ,,,
17418,Commodore 64,Ultima VI the False Prophet,$29.35 ,$66.03 ,$132.06 ,$9.30 ,$30.99 ,$27.60 ,$68.99 ,,,
17422,Commodore 64,Ultima the Second Trilogy,,,,,,,,,,
17417,Commodore 64,Ultimate Wizard,$19.69 ,$27.00 ,$88.69 ,$6.30 ,$20.99 ,$8.40 ,$27.99 ,,,
17424,Commodore 64,Underwurlde,$60.00 ,$132.19 ,$269.63 ,$25.20 ,$62.99 ,$55.60 ,$138.99 ,,,
17425,Commodore 64,Uninvited,$11.11 ,$25.00 ,$50.00 ,$2.40 ,$11.99 ,$7.80 ,$25.99 ,,,
17426,Commodore 64,Up for Grabs,$22.49 ,$49.63 ,$100.94 ,$7.20 ,$23.99 ,$20.80 ,$51.99 ,,,
17427,Commodore 64,Uridium,$14.99 ,$34.99 ,$69.98 ,$3.20 ,$15.99 ,$14.80 ,$36.99 ,,,
17428,Commodore 64,Vigilante,,,,,,,,,,
17429,Commodore 64,Visible Solar System,$8.32 ,$9.55 ,$24.40 ,$1.74 ,$8.69 ,$2.00 ,$9.99 ,,,888884792
17430,Commodore 64,Voidrunner,,,,,,,,,,
17431,Commodore 64,Volleyball Simulator,,,,,,,,,,
17432,Commodore 64,WWF Wrestlemania,,,,,,,,,,
20992,Commodore 64,War in Middle Earth,$14.20 ,$19.99 ,$49.99 ,$3.00 ,$14.99 ,$6.30 ,$20.99 ,,,
17433,Commodore 64,Wastelands,$63.25 ,$100.00 ,$200.01 ,$26.40 ,$65.99 ,$42.00 ,$104.99 ,,,14633013948
17434,Commodore 64,Way of the Exploding Fist,$10.64 ,$23.38 ,$46.76 ,$2.20 ,$10.99 ,$7.50 ,$24.99 ,,,
17435,Commodore 64,Webster the Word Game,$2.99 ,$4.89 ,$12.48 ,,$3.09 ,$1.00 ,$5.09 ,,,
17436,Commodore 64,Wheel of Fortune,$4.70 ,$5.13 ,$10.23 ,$0.98 ,$4.89 ,$1.10 ,$5.39 ,,,6.08611E+11
17440,Commodore 64,Where in Europe is Carmen San Diego,,,,,,,,,,47956415540
17438,Commodore 64,Where in Time is Carmen Sandiego,$15.02 ,$30.00 ,$60.00 ,$3.20 ,$15.99 ,$9.60 ,$31.99 ,,,
17439,Commodore 64,Where in the USA is Carmen San Diego,$10.48 ,$15.08 ,$30.16 ,$2.20 ,$10.99 ,$3.20 ,$15.99 ,,,
17437,Commodore 64,Where in the World is Carmen Sandiego,$15.14 ,$30.00 ,$60.00 ,$3.20 ,$15.99 ,$9.60 ,$31.99 ,,,
17441,Commodore 64,Who Framed Roger Rabbit?,$5.99 ,$55.87 ,$83.48 ,$1.26 ,$6.29 ,$23.60 ,$58.99 ,,,
17442,Commodore 64,Winter Games,$9.00 ,$9.99 ,$40.83 ,$1.90 ,$9.49 ,$2.00 ,$9.99 ,,,
17443,Commodore 64,Wizard of Wor,$30.96 ,$107.55 ,$172.39 ,$9.90 ,$32.99 ,$45.20 ,$112.99 ,,,7.02727E+11
17448,Commodore 64,Wizardry,$21.90 ,$29.99 ,$165.00 ,$6.90 ,$22.99 ,$9.30 ,$30.99 ,,,
17446,Commodore 64,Wizardry Knight of Diamonds the Second Scenario,$18.85 ,$41.47 ,$84.37 ,$4.00 ,$19.99 ,$17.60 ,$43.99 ,,,
17445,Commodore 64,Wizardry Legacy of Llylgamyn the Third Scenario,$27.43 ,$60.35 ,$121.76 ,$8.70 ,$28.99 ,$25.20 ,$62.99 ,,,
39644,Commodore 64,Wizardry Trilogy,$61.00 ,$61.00 ,$274.50 ,$25.60 ,$63.99 ,$25.60 ,$63.99 ,,,
17444,Commodore 64,Wizardry V Heart of the Maelstrom,$40.00 ,$72.12 ,$144.24 ,$16.80 ,$41.99 ,$30.40 ,$75.99 ,,,
17447,Commodore 64,Wizards Crown,$27.73 ,$34.49 ,$124.91 ,$8.70 ,$28.99 ,$14.40 ,$35.99 ,,,
17449,Commodore 64,Wonder Boy,$17.67 ,$38.03 ,$76.06 ,$3.80 ,$18.99 ,$16.00 ,$39.99 ,,,
17450,Commodore 64,World Games,$8.73 ,$19.36 ,$21.05 ,$1.84 ,$9.19 ,$4.00 ,$19.99 ,,,
17451,Commodore 64,World Karate Championship,$8.49 ,$18.28 ,$36.56 ,$1.78 ,$8.89 ,$3.80 ,$18.99 ,,,
17452,Commodore 64,World Soccer,,,,,,,,,,
17453,Commodore 64,Worms,$27.66 ,$30.22 ,$40.04 ,$8.70 ,$28.99 ,$9.60 ,$31.99 ,,,
17455,Commodore 64,X-Men,$4.20 ,$7.99 ,$13.05 ,$0.88 ,$4.39 ,$1.70 ,$8.39 ,,,19183400804
17454,Commodore 64,X15 Alpha Mission,$9.07 ,$9.30 ,$18.14 ,$1.90 ,$9.49 ,$2.00 ,$9.79 ,,,
17456,Commodore 64,Xenon,$24.99 ,$55.06 ,$112.31 ,$7.80 ,$25.99 ,$23.20 ,$57.99 ,,,
21092,Commodore 64,Yie Ar Kung Fu,$6.82 ,$14.99 ,$30.69 ,$1.44 ,$7.19 ,$3.20 ,$15.99 ,,,
17457,Commodore 64,Zak McCracken and the Alien Mindbenders,$71.67 ,$161.26 ,$322.52 ,$30.00 ,$74.99 ,$67.60 ,$168.99 ,,,
17458,Commodore 64,Zaxxon,$24.15 ,$33.81 ,$56.54 ,$7.50 ,$24.99 ,$14.40 ,$35.99 ,,,
17459,Commodore 64,Zone Ranger,$11.99 ,$20.05 ,$40.10 ,$2.60 ,$12.99 ,$6.30 ,$20.99 ,,,
17460,Commodore 64,Zoom,$11.52 ,$12.50 ,$12.50 ,$2.40 ,$11.99 ,$2.60 ,$12.99 ,,,
17462,Commodore 64,Zork I the Great Underground Empire,$12.63 ,$26.99 ,$34.92 ,$2.60 ,$12.99 ,$8.40 ,$27.99 ,,,
17463,Commodore 64,Zork II the Wizard of Frobozz,$19.99 ,$21.86 ,$23.05 ,$6.30 ,$20.99 ,$6.90 ,$22.99 ,,,
17461,Commodore 64,Zork III Dungeon Master,$15.00 ,$16.77 ,$29.99 ,$3.20 ,$15.99 ,$3.60 ,$17.99 ,,,
17464,Commodore 64,Zorro,$25.00 ,$51.00 ,$112.50 ,$7.80 ,$25.99 ,$21.60 ,$53.99 ,,,
34216,Disney Infinity,Agent P,$3.55 ,,$6.23 ,,$3.69 ,$1.00 ,$4.99 ,,,
35888,Disney Infinity,Agent P - Crystal,$3.18 ,,$5.00 ,,$3.29 ,$1.00 ,$4.99 ,,,
36035,Disney Infinity,Ahsoka Tano - 3.0,,,,,,,,,,
35715,Disney Infinity,Aladdin - 2.0,$3.78 ,,$17.00 ,$0.80 ,$3.99 ,$1.20 ,$5.99 ,,,
36034,Disney Infinity,Anakin Skywalker - 3.0,$1.33 ,,$5.95 ,,$1.99 ,,$2.99 ,,,
36357,Disney Infinity,"Anakin Skywalker - 3.0, Light FX",$0.06 ,,$1.75 ,,$1.99 ,,$2.99 ,,,
36028,Disney Infinity,Anger - 3.0,,,,,,,,,,
34221,Disney Infinity,Anna,$2.29 ,,$8.47 ,,$2.39 ,$0.80 ,$3.99 ,,,
35716,Disney Infinity,Baymax - 2.0,$13.87 ,,$28.54 ,$3.00 ,$14.99 ,$3.60 ,$17.99 ,,,
39662,Disney Infinity,Black Suit Spiderman - 3.0,$22.58 ,,$32.00 ,$7.20 ,$23.99 ,$8.70 ,$28.99 ,,,
35717,Disney Infinity,Black Widow - 2.0,$0.95 ,,$4.05 ,,$1.99 ,,$2.99 ,,,
34193,Disney Infinity,Buzz Lightyear,$2.92 ,,$7.89 ,,$3.09 ,$1.00 ,$4.99 ,,,
34424,Disney Infinity,Buzz Lightyear - Crystal,$4.13 ,,$5.04 ,$0.86 ,$4.29 ,$1.20 ,$5.99 ,,,
35718,Disney Infinity,Captain America - 2.0,$4.71 ,,$6.99 ,$1.00 ,$4.99 ,$1.40 ,$6.99 ,,,
34197,Disney Infinity,Captain Barbossa,$1.42 ,,$7.11 ,,$1.99 ,,$2.99 ,,,7.12725E+11
36180,Disney Infinity,Chewbacca - 3.0,$1.36 ,,$9.99 ,,$1.99 ,,$2.99 ,,,
36038,Disney Infinity,Darth Maul - 3.0,$2.21 ,,$9.97 ,,$2.29 ,$0.80 ,$3.99 ,,,
36355,Disney Infinity,"Darth Vadar - 3.0, Light FX",$2.25 ,,$9.98 ,,$2.39 ,$0.80 ,$3.99 ,,,
36181,Disney Infinity,Darth Vader - 3.0,$6.99 ,,$8.07 ,$1.46 ,$7.29 ,$1.80 ,$8.99 ,,,
34206,Disney Infinity,Dash,$10.93 ,,$19.99 ,$2.20 ,$10.99 ,$2.80 ,$13.99 ,,,7.12725E+11
34196,Disney Infinity,Davey Jones,$3.88 ,,$7.88 ,$0.82 ,$4.09 ,$1.20 ,$5.99 ,,,
36029,Disney Infinity,Disgust - 3.0,$5.55 ,,$24.99 ,$1.16 ,$5.79 ,$1.60 ,$7.99 ,,,
35719,Disney Infinity,Donald Duck - 2.0,$0.81 ,,$0.81 ,,$1.99 ,,$2.99 ,,,
35720,Disney Infinity,Drax - 2.0,$2.18 ,,$9.79 ,,$2.29 ,$0.80 ,$3.99 ,,,
34222,Disney Infinity,Elsa,$2.57 ,,$11.49 ,,$2.69 ,$0.80 ,$3.99 ,,,
